Index,Player,Nation,Team,Position,Age,Matches Played (MP),Starts,Minutes Played (Min),90s Played (90s),Goals (Gls),Assists (Ast),Goals + Assists (G+A),Non-Penalty Goals (G-PK),Penalty Kicks Made (PK),Penalty Kicks Attempted (PKatt),Yellow Cards (CrdY),Red Cards (CrdR),Expected Goals (xG),Non-Penalty xG (npxG),Expected Assisted Goals (xAG),Non-Penalty xG + Assisted Goals (npxG+xAG),Progressive Carries (PrgC),Progressive Passes (PrgP),Progressive Passes Received (PrgR),Goals per 90 Minutes (Gls/90),Assists per 90 Minutes (Ast/90),Goals + Assists per 90 Minutes (G+A/90),Non-Penalty Goals per 90 Minutes (G-PK/90),Goals + Assists minus Penalty Kicks per 90 Minutes (G+A-PK/90),Expected Goals per 90 Minutes (xG/90),Expected Assisted Goals per 90 Minutes (xAG/90),Expected Goals + Assisted Goals per 90 Minutes (xG+xAG/90),Non-Penalty Expected Goals per 90 Minutes (npxG/90),Non-Penalty xG + Assisted Goals per 90 Minutes (npxG+xAG/90),Unnamed: 35,Season,Matches Played (MP).1
16,Luis Javier Suárez,co COL,Almeria,FW,25.0,,10,917.0,10.2,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,6.5,5.7,0.6,6.3,30.0,15.0,53.0,0.59,0.0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,Matches,2023-2024,15.0
17,Anthony Lozano,hn HON,Almeria,FW,30.0,,10,772.0,8.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,0.7,4.0,12.0,16.0,24.0,0.35,0.0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,Matches,2023-2024,13.0
18,Alejandro Pozo Pozo,es ESP,Almeria,"DF,MF",24.0,,9,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,2023-2024,21.0
19,Bruno Langa,mz MOZ,Almeria,DF,25.0,,9,820.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,Matches,2023-2024,11.0
20,Aleksandar Radovanović,rs SRB,Almeria,DF,29.0,,8,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2023-2024,9.0
21,Kaiky,br BRA,Almeria,DF,19.0,,5,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,Matches,2023-2024,8.0
22,Luka Romero,ar ARG,Almeria,FW,18.0,,5,438.0,4.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.4,11.0,14.0,20.0,0.62,0.0,0.62,0.62,0.62,0.26,0.02,0.28,0.26,0.28,Matches,2023-2024,13.0
23,Marcos Peña,es ESP,Almeria,MF,18.0,,4,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,2023-2024,7.0
24,Houboulang Mendes,gw GNB,Almeria,DF,25.0,,4,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2023-2024,7.0
25,Fernando,es ESP,Almeria,GK,33.0,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,4.0
26,Arnau Puigmal,es ESP,Almeria,"FW,DF",22.0,,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,4.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2023-2024,11.0
27,Marko Milovanović,rs SRB,Almeria,"FW,MF",19.0,,2,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,2.0,3.0,13.0,0.29,0.0,0.29,0.29,0.29,0.45,0.03,0.47,0.45,0.47,Matches,2023-2024,11.0
28,Lázaro,br BRA,Almeria,"FW,MF",21.0,,2,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,Matches,2023-2024,14.0
29,Ibrahima Koné,ml MLI,Almeria,FW,24.0,,2,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,2023-2024,9.0
30,Srđan Babić,rs SRB,Almeria,DF,27.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2023-2024,1.0
31,Diego Mariño,es ESP,Almeria,GK,33.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,1.0
32,Marciano Tchami,gw GNB,Almeria,"FW,MF",19.0,,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17,Matches,2023-2024,6.0
33,Paco Sanz,es ESP,Almeria,DF,18.0,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,1.0
34,Rachad Fettal,ma MAR,Almeria,FW,18.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,Matches,2023-2024,1.0
0,Jan Oblak,si SVN,AM,GK,30.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,38.0
1,Koke,es ESP,AM,MF,31.0,,32,2493.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,Matches,2023-2024,35.0
2,Antoine Griezmann,fr FRA,AM,"FW,MF",32.0,,31,2644.0,29.4,16.0,6.0,22.0,12.0,4.0,4.0,5.0,0.0,12.3,9.3,5.6,14.9,43.0,118.0,196.0,0.54,0.2,0.75,0.41,0.61,0.42,0.19,0.61,0.32,0.51,Matches,2023-2024,33.0
3,Axel Witsel,be BEL,AM,DF,34.0,,30,2783.0,30.9,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.3,1.3,17.0,89.0,8.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches,2023-2024,35.0
4,Marcos Llorente,es ESP,AM,"MF,DF",28.0,,29,2565.0,28.5,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,Matches,2023-2024,37.0
5,Mario Hermoso,es ESP,AM,DF,28.0,,29,2557.0,28.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,0.8,2.2,39.0,177.0,61.0,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,Matches,2023-2024,31.0
6,Samuel Lino,br BRA,AM,"DF,MF",23.0,,25,2080.0,23.1,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,5.6,5.6,4.7,10.3,131.0,84.0,215.0,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,Matches,2023-2024,34.0
7,Rodrigo De Paul,ar ARG,AM,MF,29.0,,25,2075.0,23.1,3.0,5.0,8.0,3.0,0.0,0.0,7.0,0.0,1.8,1.8,5.0,6.8,73.0,202.0,55.0,0.13,0.22,0.35,0.13,0.35,0.08,0.22,0.3,0.08,0.3,Matches,2023-2024,34.0
8,Álvaro Morata,es ESP,AM,FW,30.0,,21,1904.0,21.2,15.0,3.0,18.0,15.0,0.0,1.0,4.0,1.0,13.8,12.9,1.7,14.6,22.0,20.0,88.0,0.71,0.14,0.85,0.71,0.85,0.65,0.08,0.73,0.61,0.69,Matches,2023-2024,32.0
9,Nahuel Molina,ar ARG,AM,DF,25.0,,19,1852.0,20.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,2.9,4.2,47.0,68.0,170.0,0.1,0.15,0.24,0.1,0.24,0.06,0.14,0.2,0.06,0.2,Matches,2023-2024,30.0
10,Stefan Savić,me MNE,AM,DF,32.0,,19,1630.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.1,0.5,14.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2023-2024,23.0
11,Pablo Barrios,es ESP,AM,MF,20.0,,17,1555.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,Matches,2023-2024,24.0
12,Rodrigo Riquelme,es ESP,AM,"DF,MF",23.0,,17,1528.0,17.0,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,3.1,5.9,87.0,53.0,166.0,0.18,0.29,0.47,0.18,0.47,0.16,0.18,0.35,0.16,0.35,Matches,2023-2024,34.0
13,Ángel Correa,ar ARG,AM,"FW,MF",28.0,,14,1528.0,17.0,9.0,2.0,11.0,8.0,1.0,1.0,3.0,0.0,7.9,7.1,3.6,10.8,40.0,61.0,128.0,0.53,0.12,0.65,0.47,0.59,0.47,0.21,0.68,0.42,0.63,Matches,2023-2024,32.0
14,César Azpilicueta,es ESP,AM,DF,33.0,,14,1423.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,2.4,3.0,39.0,77.0,39.0,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19,Matches,2023-2024,25.0
15,Saúl Ñíguez,es ESP,AM,MF,28.0,,14,1374.0,15.3,1.0,4.0,5.0,1.0,0.0,0.0,10.0,1.0,1.5,1.5,3.2,4.6,21.0,34.0,43.0,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3,Matches,2023-2024,34.0
16,José María Giménez,uy URU,AM,DF,28.0,,14,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2023-2024,22.0
17,Memphis,nl NED,AM,FW,29.0,,9,893.0,9.9,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.8,5.8,1.8,7.6,16.0,27.0,82.0,0.5,0.1,0.6,0.5,0.6,0.58,0.18,0.76,0.58,0.76,Matches,2023-2024,23.0
18,Reinildo Mandava,mz MOZ,AM,DF,29.0,,7,731.0,8.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,10.0,36.0,17.0,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18,Matches,2023-2024,16.0
19,Gabriel Paulista,br BRA,AM,DF,32.0,,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,2023-2024,5.0
20,Yannick Carrasco,be BEL,AM,DF,29.0,,3,221.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,6.0,17.0,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,Matches,2023-2024,3.0
21,Thomas Lemar,fr FRA,AM,MF,27.0,,3,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,2023-2024,3.0
22,Arthur Vermeeren,be BEL,AM,MF,18.0,,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2023-2024,5.0
23,Çağlar Söyüncü,tr TUR,AM,DF,27.0,,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,6.0
24,Javi Galán,es ESP,AM,DF,28.0,,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2023-2024,5.0
25,Salim El Jebari,ma MAR,AM,MF,19.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,1.0
26,Abdellah Raihani,ma MAR,AM,FW,19.0,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,1.0
0,İlkay Gündoğan,de GER,Barcelona,MF,32.0,,33,2994.0,33.3,5.0,9.0,14.0,4.0,1.0,2.0,5.0,0.0,7.3,5.7,10.3,16.0,71.0,224.0,116.0,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48,Matches,2023-2024,36.0
1,Jules Koundé,fr FRA,Barcelona,DF,24.0,,32,2899.0,32.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches,2023-2024,35.0
2,Robert Lewandowski,pl POL,Barcelona,FW,34.0,,32,2750.0,30.6,19.0,8.0,27.0,15.0,4.0,4.0,5.0,0.0,18.1,15.0,4.9,19.9,43.0,64.0,168.0,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,Matches,2023-2024,35.0
3,João Cancelo,pt POR,Barcelona,DF,29.0,,29,2503.0,27.8,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,6.1,7.7,106.0,141.0,193.0,0.07,0.14,0.22,0.07,0.22,0.06,0.22,0.28,0.06,0.28,Matches,2023-2024,32.0
4,Marc-André ter Stegen,de GER,Barcelona,GK,31.0,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,28.0
5,Andreas Christensen,dk DEN,Barcelona,"DF,MF",27.0,,27,1979.0,22.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,2.2,24.0,117.0,6.0,0.09,0.09,0.18,0.09,0.18,0.05,0.05,0.1,0.05,0.1,Matches,2023-2024,30.0
6,Lamine Yamal,es ESP,Barcelona,FW,16.0,,22,2201.0,24.5,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,5.2,5.2,6.2,11.4,123.0,80.0,350.0,0.2,0.2,0.41,0.2,0.41,0.21,0.25,0.47,0.21,0.47,Matches,2023-2024,37.0
7,Ronald Araújo,uy URU,Barcelona,DF,24.0,,21,1997.0,22.2,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,1.4,3.5,24.0,101.0,11.0,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16,Matches,2023-2024,25.0
8,Frenkie de Jong,nl NED,Barcelona,MF,26.0,,20,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,2.2,2.9,69.0,168.0,38.0,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,Matches,2023-2024,20.0
9,Pau Cubarsí,es ESP,Barcelona,DF,16.0,,18,1558.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.5,8.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,2023-2024,19.0
10,João Félix,pt POR,Barcelona,FW,23.0,,18,1540.0,17.1,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,8.7,8.7,3.1,11.9,69.0,68.0,169.0,0.41,0.18,0.58,0.41,0.58,0.51,0.18,0.69,0.51,0.69,Matches,2023-2024,30.0
11,Raphinha,br BRA,Barcelona,"FW,MF",26.0,,17,1368.0,15.2,6.0,9.0,15.0,5.0,1.0,1.0,4.0,1.0,7.4,6.6,5.7,12.3,49.0,57.0,164.0,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,Matches,2023-2024,28.0
12,Pedri,es ESP,Barcelona,"MF,FW",20.0,,16,1476.0,16.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,4.2,7.3,41.0,136.0,81.0,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44,Matches,2023-2024,24.0
13,Alejandro Balde,es ESP,Barcelona,DF,19.0,,15,1378.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,Matches,2023-2024,18.0
14,Fermin López,es ESP,Barcelona,"MF,FW",20.0,,14,1446.0,16.1,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,7.5,7.5,1.1,8.6,42.0,76.0,93.0,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,Matches,2023-2024,31.0
15,Iñigo Martínez,es ESP,Barcelona,DF,32.0,,13,1296.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.0,0.4,33.0,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2023-2024,20.0
16,Ferrán Torres,es ESP,Barcelona,FW,23.0,,12,1211.0,13.5,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.5,5.5,2.7,8.2,30.0,44.0,113.0,0.52,0.15,0.67,0.52,0.67,0.41,0.2,0.61,0.41,0.61,Matches,2023-2024,29.0
17,Oriol Romeu,es ESP,Barcelona,MF,31.0,,11,936.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.3,2.0,12.0,66.0,4.0,0.0,0.1,0.1,0.0,0.1,0.07,0.12,0.19,0.07,0.19,Matches,2023-2024,28.0
18,Gavi,es ESP,Barcelona,"MF,FW",18.0,,10,944.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,Matches,2023-2024,12.0
19,Iñaki Peña,es ESP,Barcelona,GK,24.0,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,10.0
20,Sergi Roberto,es ESP,Barcelona,"MF,DF",31.0,,10,860.0,9.6,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.7,1.7,0.8,2.4,13.0,50.0,33.0,0.31,0.21,0.52,0.31,0.52,0.18,0.08,0.26,0.18,0.26,Matches,2023-2024,14.0
21,Héctor Fort,es ESP,Barcelona,DF,16.0,,4,318.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.0,7.0,38.0,0.0,0.57,0.57,0.0,0.57,0.0,0.23,0.23,0.0,0.23,Matches,2023-2024,7.0
22,Marcos Alonso,es ESP,Barcelona,DF,32.0,,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,11.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,Matches,2023-2024,5.0
23,Vitor Roque,br BRA,Barcelona,FW,18.0,,2,328.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,2.5,2.5,0.0,2.6,12.0,2.0,26.0,0.55,0.0,0.55,0.55,0.55,0.7,0.01,0.71,0.7,0.71,Matches,2023-2024,14.0
24,Marc Guiu,es ESP,Barcelona,"FW,MF",17.0,,1,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,Matches,2023-2024,3.0
25,Abde Ezzalzouli,ma MAR,Barcelona,"FW,MF",21.0,,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,2023-2024,2.0
26,Eric García,es ESP,Barcelona,DF,22.0,,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2023-2024,2.0
27,Ansu Fati,es ESP,Barcelona,"MF,FW",20.0,,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,2023-2024,3.0
28,Marc Casado,es ESP,Barcelona,MF,19.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,2.0
0,Rubén Alcaraz,es ESP,Cadiz,MF,32.0,36.0,36,3134.0,34.8,3.0,1.0,4.0,1.0,2.0,2.0,14.0,0.0,3.3,1.7,1.4,3.1,27.0,154.0,37.0,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,Matches,2023-2024,
1,Jeremías Ledesma,ar ARG,Cadiz,GK,30.0,34.0,34,3048.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,
2,Chris Ramos,es ESP,Cadiz,"FW,MF",26.0,37.0,30,2612.0,29.0,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,10.1,10.1,1.7,11.7,31.0,28.0,102.0,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,Matches,2023-2024,
3,Fali,es ESP,Cadiz,DF,29.0,30.0,30,2547.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.8,0.8,0.1,0.9,16.0,82.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2023-2024,
4,Isaac Carcelen,es ESP,Cadiz,DF,30.0,35.0,29,2611.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,25.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,2023-2024,
5,Javi Hernández,es ESP,Cadiz,DF,25.0,30.0,28,2514.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,2.1,3.5,40.0,94.0,57.0,0.04,0.07,0.11,0.04,0.11,0.05,0.07,0.13,0.05,0.13,Matches,2023-2024,
6,Roberto Navarro,es ESP,Cadiz,"MF,FW",21.0,28.0,24,1888.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.1,2.1,3.1,5.3,81.0,70.0,119.0,0.05,0.05,0.1,0.05,0.1,0.1,0.15,0.25,0.1,0.25,Matches,2023-2024,
7,Víctor Chust,es ESP,Cadiz,DF,23.0,22.0,22,1864.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.3,0.3,0.3,0.6,10.0,80.0,2.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,2023-2024,
8,Iván Alejo,es ESP,Cadiz,MF,28.0,30.0,21,1692.0,18.8,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.5,0.5,1.3,1.8,48.0,31.0,104.0,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,Matches,2023-2024,
9,Gonzalo Escalante,ar ARG,Cadiz,MF,30.0,25.0,18,1697.0,18.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.9,1.9,1.7,3.6,4.0,66.0,14.0,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.1,0.19,Matches,2023-2024,
10,Rubén Sobrino,es ESP,Cadiz,"MF,FW",31.0,32.0,18,1646.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.8,1.8,2.3,4.1,27.0,34.0,78.0,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,Matches,2023-2024,
11,Roger Martí,es ESP,Cadiz,FW,32.0,23.0,18,1359.0,15.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,2.9,5.6,7.0,19.0,64.0,0.13,0.2,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37,Matches,2023-2024,
